Make,Model,Media_preco
Ram,25004WD,42470.48665530948
Ram,2500Big,38678.765957446805
Ram,2500Laramie,43319.186046511626
Ram,"2500Laramie,",45602.208333333336
Ram,2500Lone,35293.5
Ram,2500Longhorn,51149.07142857143
Ram,"2500Longhorn,",47462.204081632655
Ram,"2500Outdoorsman,",33325.0625
Ram,2500Power,42067.45161290323
Ram,2500SLT,38000.0
Ram,"2500SLT,",35845.3875
Ram,2500Tradesman,37361.63636363636
Ram,"2500Tradesman,",32682.92602739726
Ram,3500,43443.333333333336
Ram,35002WD,30686.60606060606
Ram,35004WD,37707.14117647059
Ram,3500Big,43132.666666666664
Ram,3500DIESEL!,40500.0
Ram,3500Laramie,54745.4375
Ram,"3500Laramie,",49047.91696750902
Ram,3500Last,28788.0
Ram,3500Lone,45385.416666666664
Ram,3500Longhorn,55549.1
Ram,"3500Longhorn,",51834.69607843137
Ram,3500SLT,47005.5974025974
Ram,"3500SLT,",40785.82882882883
Ram,3500Tradesman,45850.916666666664
Ram,"3500Tradesman,",37652.5643153527
Ram,4500,53827.0
Ram,45002WD,40362.11111111111
Ram,45004WD,41497.94736842105
Ram,5500,41450.0
Ram,55002WD,35881.46153846154
Ram,55004WD,41550.24324324324
Ram,Cargo,10249.736842105263
Ram,Dakota2WD,13486.108108108108
Ram,Dakota4WD,17284.30612244898
Ram,ProMaster,22321.99902534113
Ram,ProMaster3500,24957.714285714286
Rolls-Royce,Dawn2dr,318561.0
Rolls-Royce,DawnConvertible,339920.0
Rolls-Royce,Ghost4dr,131902.32
Rolls-Royce,GhostSedan,204487.0588235294
Rolls-Royce,Phantom,253841.27272727274
Rolls-Royce,Phantom4dr,143393.875
Rolls-Royce,PhantomSedan,294985.0
Rolls-Royce,WraithCoupe,227821.80952380953
Saab,3-Sep,4747.5
Saab,9-2X4dr,7139.916666666667
Saab,9-32.0T,5753.4
Saab,9-32dr,7409.321428571428
Saab,9-34dr,6088.021052631579
Saab,9-35dr,4865.076923076923
Saab,9-3Aero,8185.8
Saab,9-4XAWD,25999.0
Saab,9-52.3T,4995.0
Saab,9-52.3t,5996.0
Saab,9-54dr,6605.128205128205
Saab,9-5Base,5965.0
Saab,9-7X4dr,6559.75
Saab,9-7XAWD,6385.714285714285
Saturn,Astra3dr,5854.625
Saturn,Astra5dr,5843.75
Saturn,Aura4dr,6394.271428571428
Saturn,Ion4dr,4615.658536585366
Saturn,IonION,3937.841121495327
Saturn,L-SeriesL300,4518.2
Saturn,LSL-100,3143.0
Saturn,LSL-200,3296.3214285714284
Saturn,LSL-300,3656.777777777778
Saturn,LSLS1,3142.5
Saturn,LSLS2,4293.333333333333
Saturn,LWLW-200,3811.25
Saturn,LWLW-300,3615.0
Saturn,LWLW1,3999.0
Saturn,LWLW2,2950.0
Saturn,OutlookAWD,9039.738461538462
Saturn,OutlookFWD,8185.1612903225805
Saturn,Relay4dr,5210.545454545455
Saturn,SC,3508.6
Saturn,SLSL,2964.5
Saturn,SLSL1,3152.8823529411766
Saturn,SLSL2,3186.9333333333334
Saturn,SWSW1,2399.0
Saturn,SWSW2,3146.3333333333335
Saturn,Sky2dr,10975.777777777777
Saturn,VUE,9998.5
Saturn,VUE4dr,4629.638554216867
Saturn,VUEAWD,7516.25
Saturn,VUEFWD,6948.6466666666665
Saturn,VUEVUE,3556.6363636363635
Saturn,VueAWD,8950.0
Saturn,VueFWD,9143.0
Scion,FR-S2dr,17392.414285714287
Scion,FR-SAutomatic,17965.103305785124
Scion,FR-SManual,17424.4
Scion,iA4dr,13185.375
Scion,iAAutomatic,12887.989795918367
Scion,iAManual,13134.192307692309
Scion,iM5dr,15446.5
Scion,iMAutomatic,15094.976470588235
Scion,iMManual,15174.0
Scion,iQ10th,9133.0
Scion,iQ3dr,7702.78125
Scion,iQHatchback,9461.46875
Scion,iQbase,8994.2
Scion,tC,9800.0
Scion,tC2dr,10105.447300771208
Scion,tC3dr,5607.972972972973
Scion,tCAutomatic,14593.724565756824
Scion,tCManual,14084.987577639751
Scion,xA4dr,5217.26
Scion,xB5dr,8854.31289640592
Scion,xB686,16042.0
Scion,xBAutomatic,13219.945
Scion,xBBase,4799.0
Scion,xBManual,12944.939393939394
Scion,xD,7979.0
Scion,xD5dr,8152.827067669173
Scion,xDAutomatic,11163.311475409837
Scion,xDManual,11095.85
Subaru,B9,8308.835443037975
Subaru,BRZLimited,20905.330578512396
Subaru,BRZPremium,20322.191489361703
Subaru,BRZSeries.Blue,22559.8
Subaru,BRZSeries.HyperBlue,23961.666666666668
Subaru,BRZSeries.Yellow,27880.0
Subaru,Baja4dr,9940.439024390244
Subaru,Crosstrek,23105.444444444445
Subaru,Crosstrek2.0i,24582.762376237624
Subaru,CrosstrekLimited,23753.380597014926
Subaru,CrosstrekManual,21833.709677419356
Subaru,CrosstrekPremium,22265.928571428572
Subaru,Forester,21441.5
Subaru,Forester2.0XT,25257.475982532753
Subaru,Forester2.5X,14975.701587301588
Subaru,Forester2.5XT,17800.3
Subaru,Forester2.5i,21562.453540728613
Subaru,Forester4dr,10274.551299589602
Subaru,ForesterAWD,7496.5
Subaru,Impreza,16385.222179732315
Subaru,Impreza4-door,18825.916666666668
Subaru,Impreza5-door,19523.869565217392
Subaru,ImprezaLimited,26877.266666666666
Subaru,ImprezaPremium,21804.731343283584
Subaru,ImprezaSport,23823.204819277107
Subaru,Legacy,6781.0373831775705
Subaru,Legacy2.5i,18612.942295887045
Subaru,Legacy3.6R,22600.74585635359
Subaru,Legacy4dr,10507.068376068377
Subaru,Outback,9475.43661971831
Subaru,Outback2.5I,13999.0
Subaru,Outback2.5i,22819.609348345275
Subaru,Outback2014,18450.0
Subaru,Outback3.6R,26840.279069767443
Subaru,Outback4dr,12476.584541062803
Subaru,Tribeca3.6R,19048.27027027027
Subaru,Tribeca4dr,11350.42857142857
Subaru,WRX,32245.74480712166
Subaru,WRXCVT,26186.22807017544
Subaru,WRXLimited,32769.333333333336
Subaru,WRXManual,26011.387900355872
Subaru,WRXPremium,29639.0
Subaru,WRXSTI,34487.55
Subaru,XV,19121.997735849058
Suzuki,Aerio4dr,4139.857142857143
Suzuki,Equator2WD,11853.8
Suzuki,Equator4WD,16724.14285714286
Suzuki,Esteem4dr,3995.0
Suzuki,Forenza4dr,3539.153846153846
Suzuki,Grand,7486.036585365854
Suzuki,Kizashi4dr,8406.315789473685
Suzuki,KizashiCVT,9466.666666666666
Suzuki,Reno4dr,3772.5
Suzuki,SX44dr,6318.551724137931
Suzuki,SX45dr,7198.0
Suzuki,SX4Hatchback,10242.5
Suzuki,SX4Sedan,7527.8
Suzuki,Sidekick2dr,7999.0
Suzuki,Sidekick4dr,4747.5
Suzuki,Verona4dr,3661.6666666666665
Suzuki,Vitara2dr,1991.0
Suzuki,Vitara4dr,3062.5
Suzuki,XL-74dr,4666.772727272727
Suzuki,XL-7AWD,7039.222222222223
Suzuki,XL-7FWD,6149.111111111111
Tesla,Model,62778.13392857143
Tesla,Roadster,63888.0
Tesla,Roadster2dr,58782.333333333336
Toyota,4Runner,27992.0
Toyota,4Runner2WD,26897.974489795917
Toyota,4Runner4WD,30788.639552238805
Toyota,4Runner4dr,9442.118829981719
Toyota,4Runner4x2,29872.006600660065
Toyota,4Runner4x4,33188.78334749363
Toyota,4RunnerRWD,27026.776649746193
Toyota,4RunnerSR5,22450.0
Toyota,86Automatic,25124.63157894737
Toyota,86Manual,23551.8125
Toyota,86SE,28240.5
Toyota,Avalon,23290.772058823528
Toyota,Avalon4dr,10345.180291153416
Toyota,AvalonHybrid,37806.6
Toyota,AvalonLimited,24641.176744186047
Toyota,AvalonPremium,21248.878048780487
Toyota,AvalonTouring,22131.905405405407
Toyota,AvalonXLE,21339.49552572707
Toyota,C-HRXLE,23234.36
Toyota,Camry,12761.130471380471
Toyota,Camry2014.5,14739.952380952382
Toyota,Camry4dr,9199.926260964912
Toyota,CamryHybrid,24394.41379310345
Toyota,CamryL,15033.601078167116
Toyota,CamryLE,15719.152280437242
Toyota,CamrySE,16410.942590673574
Toyota,CamryXLE,18325.13216195569
Toyota,CamryXSE,21422.870925684485
Toyota,Celica2dr,8677.0
Toyota,Celica3dr,5788.3488372093025
Toyota,Corolla,16924.653846153848
Toyota,Corolla4dr,7925.7531588447655
Toyota,CorollaECO,14093.797101449276
Toyota,CorollaL,13914.472463768116
Toyota,CorollaLE,13817.923298178332
Toyota,CorollaS,15637.456943935507
Toyota,CorollaSE,17896.208333333332
Toyota,CorollaXLE,18251.35
Toyota,CorollaXRS,3990.0
Toyota,CorollaXSE,20975.666666666668
Toyota,Echo2dr,3921.25
Toyota,Echo4dr,3824.285714285714
Toyota,FJ,23993.591961023143
Toyota,Highlander,21262.578260869566
Toyota,Highlander2WD,9793.0
Toyota,Highlander4WD,16189.058208955224
Toyota,Highlander4X2,21872.881443298967
Toyota,Highlander4X4,23641.215753424658
Toyota,Highlander4dr,7965.823275862069
Toyota,Highlander4x2,20852.842105263157
Toyota,HighlanderAWD,32749.65943458251
Toyota,HighlanderFWD,26540.781675017897
Toyota,HighlanderHARD,15497.0
Toyota,HighlanderHybrid,39577.0
Toyota,HighlanderLE,32233.166666666668
Toyota,HighlanderLimited,40995.57894736842
Toyota,HighlanderSE,38076.73333333333
Toyota,HighlanderSport,10998.0
Toyota,HighlanderXLE,37509.896103896106
Toyota,Land,42191.867549668874
Toyota,MR2,8410.05
Toyota,Matrix5dr,7632.94
Toyota,MatrixL,11274.0
Toyota,MatrixS,11496.0
Toyota,MiraiSedan,40997.0
Toyota,Previa3dr,4999.0
Toyota,Prius,16156.042822677926
Toyota,Prius4dr,4331.538461538462
Toyota,Prius5dr,9469.686982693755
Toyota,PriusFive,18360.088541666668
Toyota,PriusFour,18256.603036876357
Toyota,PriusHATCACK,17966.0
Toyota,PriusIII,7082.0
Toyota,PriusOne,17416.25
Toyota,PriusPersona,15500.911764705883
Toyota,PriusThree,17033.834874504624
Toyota,PriusTwo,16513.79414455627
Toyota,RAV4,26527.939252336448
Toyota,RAV42WD,8974.881720430107
Toyota,RAV42dr,2988.0
Toyota,RAV44WD,12643.741289198606
Toyota,RAV44X2,19170.87147030185
Toyota,RAV44X4,20168.726495726496
Toyota,RAV44dr,7040.693602693603
Toyota,RAV4AWD,22472.50728862974
Toyota,RAV4FWD,17447.49226804124
Toyota,RAV4LE,22511.111801242238
Toyota,RAV4Limited,29472.445945945947
Toyota,RAV4Platinum,32029.130434782608
Toyota,RAV4SE,28187.260869565216
Toyota,RAV4Sport,11720.5
Toyota,"RAV4V6,Sport,JBL",8990.0
Toyota,RAV4XLE,24430.52537313433
Toyota,RAV4XLE/4WD/W/NAV/REAR,16995.0
Toyota,RAV4base,8790.0
Toyota,Sequoia2WD,11514.5
Toyota,Sequoia4WD,32660.40506329114
Toyota,Sequoia4X2,36935.30894308943
Toyota,Sequoia4X4,40457.27777777778
Toyota,Sequoia4dr,8519.665369649805
Toyota,SequoiaLimited,52515.8
Toyota,SequoiaPlatinum,60369.13333333333
Toyota,SequoiaRWD,21720.13953488372
Toyota,SequoiaSR5,41789.307692307695
Toyota,Sienna,27636.0
Toyota,Sienna5dr,11635.441379310345
Toyota,Sienna7-Pass,22950.0
Toyota,SiennaBase,16464.083333333332
Toyota,SiennaCE,11495.0
Toyota,SiennaL,27124.652777777777
Toyota,"SiennaL,",19504.5859375
Toyota,SiennaLE,24554.314685314686
Toyota,"SiennaLE,",22111.149450549452
Toyota,SiennaLE/DVD,21987.0
Toyota,SiennaLimited,33898.34020618557
Toyota,"SiennaLimited,",28412.802575107296
Toyota,SiennaSE,32076.861538461537
Toyota,"SiennaSE,",27064.821678321678
Toyota,SiennaXLE,29248.95064935065
Toyota,"SiennaXLE,",26428.495837187787
Toyota,"SiennaXLE,CERTIFIED,",22591.0
Toyota,Supra3dr,39495.0
Toyota,T100XtraCab,6774.6
Toyota,Tacoma,15900.0
Toyota,Tacoma2WD,22867.79615902965
Toyota,Tacoma4D,16500.0
Toyota,Tacoma4WD,28359.616052710393
Toyota,TacomaAccess,20905.08878504673
Toyota,TacomaBase,22990.0
Toyota,TacomaDouble,26750.281941470377
Toyota,TacomaPreRunner,13046.5
Toyota,TacomaPrerunner,12977.0
Toyota,TacomaRegular,14343.030888030888
Toyota,TacomaSR5,35995.0
Toyota,TacomaTRD,33825.666666666664
Toyota,Tercel2dr,2850.0
Toyota,Tundra,31911.583776839787
Toyota,Tundra2WD,12807.006153846154
Toyota,Tundra4WD,14961.424528301886
Toyota,TundraSR5,10491.5
Toyota,Venza4dr,13644.545871559632
Toyota,VenzaLE,19352.37777777778
Toyota,"VenzaLE,",17641.51360544218
Toyota,VenzaLimited,25920.70588235294
Toyota,"VenzaLimited,",21905.917525773195
Toyota,VenzaXLE,23253.99074074074
Toyota,"VenzaXLE,",20987.241379310344
Toyota,Yaris,14336.349693251534
Toyota,Yaris3-Door,10136.684210526315
Toyota,Yaris3dr,6614.066666666667
Toyota,Yaris4DR,8286.0
Toyota,"Yaris4DR,",7995.0
Toyota,Yaris4dr,6662.722891566265
Toyota,Yaris5-Door,11518.891826923076
Toyota,Yaris5dr,8419.951612903225
Toyota,YarisBase,7739.933333333333
Toyota,YarisFleet,9301.738095238095
Toyota,YarisL,10525.2
Toyota,YarisLE,9796.666666666666
Toyota,YarisSedan,10228.166666666666
Volkswagen,Atlas3.6L,41161.666666666664
Volkswagen,Beetle,16182.09885620915
Volkswagen,Beetle#PinkBeetle,21450.0
Volkswagen,Beetle1.8T,19490.0
Volkswagen,Beetle2.5L,9991.0
Volkswagen,Beetle2dr,11276.406451612904
Volkswagen,BeetleClassic,19147.5
Volkswagen,BeetleS,18436.363636363636
Volkswagen,BeetleSE,20017.166666666668
Volkswagen,BeetleSEL,24000.0
Volkswagen,CC2.0T,24053.41176470588
Volkswagen,CC4dr,13371.940136054422
Volkswagen,CCDSG,23495.821428571428
Volkswagen,CCExecutive,18915.444444444445
Volkswagen,CCLux,16256.0
Volkswagen,CCLuxury,10977.0
Volkswagen,CCR-Line,19487.416666666668
Volkswagen,CCSPORT,13998.0
Volkswagen,CCSport,15210.405660377359
Volkswagen,CCVR6,20051.941176470587
Volkswagen,Cabrio2dr,3841.9375
Volkswagen,CabrioCONVERTIBLE,1950.0
Volkswagen,Eos2.0T,6998.0
Volkswagen,Eos2dr,10823.21875
Volkswagen,EosExecutive,23477.214285714286
Volkswagen,EosFinal,24151.333333333332
Volkswagen,EosKomfort,22811.94827586207
Volkswagen,EosLux,22208.14285714286
Volkswagen,EosSport,21610.206896551725
Volkswagen,EuroVan3dr,11367.25
Volkswagen,GLI4dr,12186.504761904762
Volkswagen,GLIAutobahn,14147.666666666666
Volkswagen,GLIBase,13966.166666666666
Volkswagen,GTI2-Door,14794.142857142857
Volkswagen,GTI2dr,10839.563265306122
Volkswagen,GTI4-Door,17617.192857142858
Volkswagen,"GTI4-Door,",16903.833333333332
Volkswagen,GTI4dr,13420.786008230452
Volkswagen,GTIBase,17124.0
Volkswagen,GTIDriver's,17571.25
Volkswagen,GTIGLX,2491.0
Volkswagen,GTIWolfsburg,17007.375
Volkswagen,Golf,21779.065337001375
Volkswagen,Golf2-Door,14205.162162162162
Volkswagen,Golf2.5L,12194.135416666666
Volkswagen,Golf2013,9575.0
Volkswagen,Golf2dr,8262.57142857143
Volkswagen,Golf4-Door,18464.18424396442
Volkswagen,Golf4dr,7199.209677419355
Volkswagen,GolfS,17926.166666666668
Volkswagen,GolfSE,21221.0
Volkswagen,GolfSEL,31265.0
Volkswagen,GolfTDI,15995.0
Volkswagen,GolfWolfsburg,19307.75
Volkswagen,Jetta,12616.901634877384
Volkswagen,Jetta1.4T,16501.71225071225
Volkswagen,Jetta1.8T,19799.88888888889
Volkswagen,Jetta4dr,3632.3939393939395
Volkswagen,JettaGLI,23422.657142857144
Volkswagen,New,5990.711217183771
Volkswagen,Passat,6318.963235294118
Volkswagen,Passat*Clean,7295.0
Volkswagen,Passat1.8T,16933.969309462915
Volkswagen,Passat2.5,13326.0
Volkswagen,Passat2.5L,13181.83276450512
Volkswagen,Passat3.6L,24695.178571428572
Volkswagen,Passat4dr,14154.860373944512
Volkswagen,PassatCERTIFIED,11591.0
Volkswagen,PassatS,12665.875
Volkswagen,PassatSE,14457.0
Volkswagen,PassatTDI,20393.65992865636
Volkswagen,PassatV6,15618.389830508475
Volkswagen,PassatWolfsburg,12978.8
Volkswagen,Phaeton4dr,10342.0
Volkswagen,R322dr,13332.323529411764
Volkswagen,Rabbit2dr,6049.05
Volkswagen,Rabbit4dr,6400.2
Volkswagen,Routan4dr,10400.094650205761
Volkswagen,RoutanS,11995.0
Volkswagen,RoutanSE,18877.333333333332
Volkswagen,RoutanSEL,16599.0
Volkswagen,Tiguan,20879.0
Volkswagen,Tiguan/,12500.0
Volkswagen,Tiguan2WD,14730.518771331059
Volkswagen,Tiguan4MOTION,21465.24705882353
Volkswagen,Tiguan4WD,13686.074324324325
Volkswagen,TiguanAWD,10738.44
Volkswagen,TiguanFWD,9136.009708737864
Volkswagen,TiguanR-Line,20542.227848101265
Volkswagen,TiguanS,15550.20588235294
Volkswagen,TiguanSE,16737.287104622872
Volkswagen,TiguanSEL,19045.647058823528
Volkswagen,TiguanSport,26990.896551724138
Volkswagen,TiguanWolfsburg,24775.349206349205
Volkswagen,Touareg,11396.212121212122
Volkswagen,Touareg4dr,12760.638888888889
Volkswagen,TouaregHybrid,29994.5
Volkswagen,TouaregTDI,38588.125
Volkswagen,TouaregV6,33819.36
Volkswagen,TouaregX,38799.0
Volkswagen,e-GolfLimited,16477.833333333332
Volkswagen,e-GolfSE,16879.133333333335
Volkswagen,e-GolfSEL,17140.25
Volvo,9605dr,2990.0
Volvo,C302DR,16990.0
Volvo,C302dr,10161.160714285714
Volvo,C30R-Design,18994.666666666668
Volvo,C30T5,17937.5
Volvo,C70,16815.5
Volvo,C702.5L,9984.2
Volvo,C702dr,11084.682926829268
Volvo,C70Convertible,27980.0
Volvo,C70HT,3977.0
Volvo,C70Inscription,23681.0
Volvo,C70LT,3490.0
Volvo,C70T5,23377.846153846152
Volvo,S402.4L,5956.125
Volvo,S402.5L,6211.538461538462
Volvo,S402004,4446.75
Volvo,S402004.5,5349.714285714285
Volvo,S404dr,7712.72972972973
Volvo,S40A,4025.2
Volvo,S60,33257.140845070426
Volvo,S602.4,4022.5384615384614
Volvo,S602.4L,5301.714285714285
Volvo,S602.4T,5223.714285714285
Volvo,S602.5L,5802.725490196079
Volvo,S602.5T,6972.0
Volvo,S602015.5,23631.393063583815
Volvo,S604dr,7842.962962962963
Volvo,S60AWD,15657.153846153846
Volvo,S60FWD,13028.6091954023
Volvo,S60Sedan,12672.0
Volvo,S60T5,23098.434370771312
Volvo,S60T6,29165.447368421053
Volvo,S704dr,4098.2
Volvo,S70A,3902.0
Volvo,S70AWD,2995.0
Volvo,S70GLT,2199.0
Volvo,S70M,3800.0
Volvo,S802.5L,4549.0
Volvo,S802.5T,6980.0
Volvo,S802.9,3519.5
Volvo,S802015.5,26139.0
Volvo,S803.0L,10495.0
Volvo,S803.2L,16320.5
Volvo,S804dr,10071.65648854962
Volvo,S80T5,28536.0
Volvo,S80T6,23648.58620689655
Volvo,S90T5,41140.6976744186
Volvo,S90T6,53953.38461538462
Volvo,V405dr,3987.75
Volvo,V40A,4113.5
Volvo,V502.4L,6079.8
Volvo,V502.5L,6693.0
Volvo,V504dr,7773.515151515152
Volvo,V60,31510.049504950493
Volvo,V602015.5,25098.619047619046
Volvo,V60Polestar,62595.0
Volvo,V60T5,26847.166666666668
Volvo,V60T6,36955.833333333336
Volvo,V702.4,2969.2
Volvo,V702.4L,4797.6
Volvo,V702.4T,4971.25
Volvo,V702.5L,6380.923076923077
Volvo,V704dr,9926.391304347826
Volvo,V705dr,4677.363636363636
Volvo,V70A,3498.0
Volvo,V70R,4999.0
Volvo,V70T5,2889.0
Volvo,V70XC,4095.6875
Volvo,V70XC70,4412.9375
Volvo,V90,59347.555555555555
Volvo,V905dr,1999.0
Volvo,XC60,20165.0
Volvo,XC602015.5,29377.355704697988
Volvo,XC603.0L,22495.5
Volvo,XC603.2,18459.2
Volvo,XC603.2L,21446.815789473683
Volvo,XC604dr,16717.0
Volvo,XC60AWD,23732.963636363635
Volvo,XC60FWD,22183.065040650406
Volvo,XC60T5,32923.841796875
Volvo,XC60T6,29171.340206185567
Volvo,XC702.5L,6343.291666666667
Volvo,XC702015.5,34457.07142857143
Volvo,XC703.0T,19863.0
Volvo,XC703.2,24000.0
Volvo,XC703.2L,23343.2
Volvo,XC704dr,11533.971428571429
Volvo,XC70AWD,27345.238095238095
Volvo,XC70FWD,24546.583333333332
Volvo,XC70Platinum,24888.0
Volvo,XC70T5,28076.5
Volvo,XC70T6,30882.571428571428
Volvo,XC90,52001.38461538462
Volvo,XC902.5L,6879.892857142857
Volvo,XC902.5T,4990.0
Volvo,XC903.2,23994.5
Volvo,XC903.2L,20975.0
Volvo,XC904.4L,8079.666666666667
Volvo,XC904DR,22888.0
Volvo,XC904dr,6102.144444444444
Volvo,XC90AWD,30053.289237668163
Volvo,XC90FWD,15266.39837398374
Volvo,XC90LEATHER,16595.0
Volvo,XC90Premier,26982.0
Volvo,XC90R-Design,18498.0
Volvo,XC90T5,48085.61538461538
Volvo,XC90T6,52773.70238095238
Volvo,XC90T8,68836.77777777778
smart,fortwo,6859.344086021505
smart,fortwo2dr,6168.977777777778
smart,fortwoCabriolet,11343.333333333334
smart,fortwoCoupe,8171.652173913043
smart,fortwoPassion,12888.92
smart,fortwoPrime,12472.73076923077
smart,fortwoProxy,18269.0
smart,fortwoPure,13717.878787878788
smart,fortwopassion,7782.034090909091
smart,fortwoprime,14998.5
smart,fortwopure,7266.431137724551
